username,transacion_date,amount
benjamin18,2023-03-07 21:35:04.000000,180.83
robertknox,2023-02-26 23:34:20.000000,914.98
james60,2023-02-11 17:13:46.000000,916.45
grantjennifer,2023-02-03 15:08:57.000000,611.09
emily65,2023-03-29 14:51:34.000000,387.24
curtis05,2023-01-18 08:11:34.000000,989.47
michael33,2022-12-16 10:55:25.000000,985.61
brownkatherine,2023-02-28 12:04:16.000000,582.85
johnsonlaura,2023-01-01 11:04:51.000000,510.48
johnwyatt,2023-04-04 14:57:59.000000,410.54
elizabethfrazier,2023-01-13 07:15:36.000000,819.21
farmerkatherine,2023-04-08 02:26:55.000000,348.83
sbrowning,2023-02-20 15:22:25.000000,154.09
joseph75,2023-02-17 10:54:31.000000,566.28
iparsons,2022-12-22 20:31:16.000000,280.57
hollandjoshua,2023-02-10 20:57:05.000000,918.76
whiteangela,2022-12-13 12:31:21.000000,202.97
davidmorgan,2023-01-07 21:38:45.000000,99.46
benjaminvincent,2023-03-18 00:51:23.000000,989.67
morenocraig,2023-01-02 19:52:25.000000,186.48
dana26,2023-03-16 04:56:53.000000,975.15
allison78,2023-02-11 16:00:32.000000,217.63
kelly32,2022-12-25 15:54:15.000000,869.5
tracibrewer,2022-12-25 03:46:03.000000,984.14
kayla41,2023-03-25 06:50:47.000000,316.59
ibarker,2023-03-23 14:11:09.000000,783.01
roberthahn,2023-03-09 21:30:55.000000,178.01
donald61,2022-12-21 11:38:46.000000,927.74
jeffreyaguirre,2023-03-30 18:50:27.000000,312.39
escobarjesse,2023-03-22 18:05:53.000000,483.05
larrykoch,2022-12-20 09:02:33.000000,954.4
dylancarey,2023-04-07 09:15:32.000000,786.57
lanestanley,2023-04-04 11:14:15.000000,743.21
smunoz,2023-02-06 15:05:26.000000,166.26
alexandriajimenez,2023-01-24 07:18:57.000000,877.68
xgonzalez,2023-03-26 07:18:10.000000,711.15
smithbobby,2023-03-01 14:10:05.000000,756.79
elizabethfrazier,2023-01-20 22:14:17.000000,174.98
ochapman,2022-12-27 19:34:58.000000,313.91
shelbybrown,2022-12-30 10:44:26.000000,506.13
kayla41,2023-03-22 00:59:21.000000,853.0
alewis,2023-02-24 01:41:51.000000,112.01
daviswendy,2022-12-20 03:31:07.000000,726.26
april83,2023-01-04 20:56:32.000000,841.84
william46,2022-12-29 03:47:26.000000,536.28
msanders,2023-02-26 21:55:15.000000,915.23
emartin,2023-01-21 20:14:05.000000,976.92
pharding,2022-12-22 10:43:01.000000,972.67
whiteangela,2022-12-30 06:31:17.000000,920.79
ray49,2023-03-02 13:02:04.000000,249.63
tracibrewer,2022-12-12 07:53:16.000000,303.18
christian63,2022-12-16 06:39:36.000000,814.79
curtis05,2023-01-20 11:37:11.000000,999.66
farmerkatherine,2023-03-30 16:48:00.000000,993.4
james96,2023-02-10 08:11:20.000000,721.17
joseph75,2023-02-13 21:21:56.000000,201.06
ebuchanan,2022-12-31 08:00:21.000000,185.06
eric59,2023-02-18 12:08:44.000000,527.45
alexanderzachary,2022-12-31 07:09:07.000000,140.83
dixonjamie,2023-03-28 18:00:33.000000,144.04
benjamin18,2023-03-19 00:02:30.000000,897.51
barryrebecca,2022-12-26 17:22:55.000000,533.73
garciashane,2023-04-07 07:46:30.000000,531.06
dana26,2023-03-23 21:20:47.000000,779.03
zrobinson,2023-02-11 02:13:13.000000,398.54
sarahkelly,2023-04-04 09:44:40.000000,852.14
fernandogarza,2023-02-26 18:50:41.000000,300.2
edwardcain,2023-01-14 20:49:02.000000,819.85
smartinez,2023-02-18 19:34:50.000000,357.55
gmarquez,2023-04-07 09:58:10.000000,699.95
nathaniel63,2023-01-03 18:40:42.000000,204.96
alexandriajimenez,2023-01-21 10:31:14.000000,211.49
jimchapman,2023-03-26 23:12:41.000000,197.52
ipena,2023-04-06 01:35:39.000000,812.4
adriennehamilton,2023-01-09 02:34:42.000000,410.51
tina88,2023-02-16 07:27:32.000000,244.81
patricia15,2023-02-24 09:16:56.000000,72.39
grahamjames,2023-03-19 21:08:42.000000,333.95
javierchandler,2023-03-04 13:58:30.000000,782.28
lauramatthews,2023-03-29 11:51:57.000000,459.1
jennyfowler,2023-02-25 07:35:01.000000,171.89
paul28,2023-02-05 17:03:32.000000,468.62
danataylor,2023-03-10 23:16:20.000000,798.57
smunoz,2023-02-04 01:09:59.000000,812.69
acollins,2022-12-23 06:45:52.000000,565.5
smithbobby,2023-03-15 22:10:24.000000,292.64
roberta22,2023-03-11 09:39:28.000000,129.26
davisgerald,2023-03-26 07:56:50.000000,189.1
hwolfe,2023-03-12 22:37:02.000000,512.14
wbrandt,2023-03-03 00:06:36.000000,678.75
loriturner,2023-03-18 19:02:26.000000,717.27
rushgabriela,2023-03-04 18:37:19.000000,398.98
uscott,2023-04-06 20:59:21.000000,992.85
ricardo09,2023-02-23 02:05:25.000000,123.93
hollandjoshua,2023-02-04 19:58:16.000000,763.18
rharmon,2023-01-10 11:06:56.000000,981.74
charles56,2023-04-07 09:06:43.000000,50.95
jeffreyaguirre,2023-04-07 08:23:15.000000,322.06
browneric,2023-01-11 04:27:14.000000,804.47
donald58,2023-02-04 19:02:24.000000,540.09
rdean,2023-01-29 21:00:52.000000,878.96
donald61,2022-12-25 23:18:51.000000,409.39
rodneyjimenez,2023-01-12 22:06:20.000000,103.4
stephen91,2023-03-15 00:32:21.000000,575.84
johnsonlaura,2023-01-11 04:15:16.000000,174.3
johncox,2023-03-17 04:19:20.000000,238.79
brownkatherine,2023-03-04 12:09:11.000000,426.02
joshua20,2023-04-01 06:55:01.000000,873.82
ibarker,2023-03-24 12:24:13.000000,336.89
abigail49,2023-03-31 04:03:19.000000,837.61
gabriellemontgomery,2023-04-09 00:09:16.000000,888.69
roberthahn,2023-03-12 13:36:58.000000,107.56
emily65,2023-03-27 06:49:55.000000,106.2
annataylor,2023-01-20 22:01:56.000000,125.89
padillaphillip,2023-02-28 01:16:08.000000,348.04
youngtravis,2023-02-24 01:36:15.000000,578.29
frank26,2023-01-17 21:36:01.000000,212.46
racheljohnson,2023-01-08 22:18:13.000000,118.46
sbrowning,2023-03-01 23:28:48.000000,520.22
xgonzalez,2023-03-23 09:22:46.000000,311.99
zhernandez,2023-03-13 18:40:41.000000,309.44
bakerkatie,2023-04-07 12:15:36.000000,419.25
lisawatson,2023-03-16 14:02:14.000000,874.05
rebecca96,2023-04-08 02:42:19.000000,486.75
kunderwood,2023-01-23 21:38:11.000000,758.92
bookerpatrick,2023-01-18 20:17:30.000000,763.64
fparker,2023-02-07 15:16:32.000000,805.97
carterkeith,2023-03-13 02:18:54.000000,246.73
robertsshannon,2023-01-31 02:59:32.000000,607.48
davidmorgan,2023-01-06 22:29:04.000000,352.34
cohenstacy,2023-01-10 11:58:59.000000,469.09
carolynsmith,2023-03-13 14:37:54.000000,300.24
allison78,2023-02-07 11:00:36.000000,924.85
robert86,2023-01-12 01:16:19.000000,594.44
eparrish,2023-01-23 14:09:59.000000,341.59
jessicamitchell,2023-02-28 07:45:37.000000,705.16
melissa10,2022-12-26 15:44:12.000000,63.07
jamie25,2023-02-09 09:01:57.000000,921.08
james60,2023-02-16 02:04:26.000000,722.32
robertknox,2023-02-24 11:48:50.000000,199.2
jill60,2023-02-02 17:49:49.000000,790.54
cruzchristine,2023-04-07 10:33:35.000000,869.44
larrykoch,2022-12-23 01:56:30.000000,640.85
markoconnor,2023-02-01 02:34:44.000000,463.62
iparsons,2022-12-23 20:36:31.000000,254.33
yangkimberly,2023-03-18 09:10:08.000000,817.84
grantjennifer,2023-01-30 22:11:13.000000,827.33
lawrence20,2023-01-13 11:50:03.000000,493.69
leemanuel,2023-04-01 05:26:13.000000,868.94
barneschristopher,2023-01-16 09:01:09.000000,60.86
jonathanmiller,2023-02-16 16:18:29.000000,107.23
charles22,2023-03-08 20:59:37.000000,321.7
wrobinson,2023-03-20 12:39:14.000000,423.3
cookashley,2023-04-09 23:08:03.000000,948.5
lance77,2023-03-27 04:55:26.000000,276.81
garciakaren,2023-03-07 01:24:29.000000,586.68
lanestanley,2023-04-04 07:34:42.000000,405.96
icole,2023-01-14 08:40:14.000000,60.92
michael33,2022-12-24 22:23:45.000000,787.57
george28,2023-01-05 18:23:40.000000,148.98
escobarjesse,2023-03-16 04:03:27.000000,430.84
kjohnson,2023-01-04 09:20:32.000000,687.31
christopher67,2023-01-18 10:02:04.000000,330.31
dedwards,2023-01-09 07:58:50.000000,130.29
benjaminvincent,2023-03-29 18:07:00.000000,892.25
jbrown,2023-01-29 20:58:01.000000,164.4
teresarodriguez,2023-02-10 23:22:36.000000,388.85
dorothy99,2023-02-24 18:18:16.000000,923.17
stacy98,2023-01-13 13:36:41.000000,511.36
shawgary,2023-03-17 16:31:45.000000,349.25
romeromichael,2023-02-09 04:15:04.000000,224.95
qpena,2023-02-06 14:03:27.000000,398.08
tapiabrenda,2023-02-21 14:34:50.000000,666.44
smithbobby,2023-03-05 10:58:59.000000,331.39
shawgary,2023-03-17 11:35:36.000000,803.81
uscott,2023-04-07 21:55:15.000000,75.37
qpena,2023-02-01 00:46:26.000000,295.46
johncox,2023-03-18 03:59:21.000000,976.36
charles56,2023-04-08 12:59:30.000000,988.44
joseph75,2023-02-07 02:11:42.000000,725.35
barneschristopher,2023-01-23 15:25:03.000000,764.74
grahamjames,2023-03-14 01:58:16.000000,689.0
christian63,2022-12-29 14:52:28.000000,324.19
charles22,2023-03-15 01:02:40.000000,155.55
robert86,2022-12-30 17:25:17.000000,439.46
annataylor,2023-01-19 16:42:25.000000,492.44
eparrish,2023-02-02 00:46:27.000000,763.62
joshua20,2023-03-15 01:26:26.000000,764.51
daviswendy,2023-01-04 19:30:07.000000,970.38
paul28,2023-02-03 01:32:07.000000,84.11
stacy98,2023-01-10 02:17:12.000000,713.84
dixonjamie,2023-04-07 01:46:26.000000,773.09
teresarodriguez,2023-02-20 13:10:45.000000,750.99
fparker,2023-02-08 18:11:34.000000,122.62
jeffreyaguirre,2023-04-05 09:25:31.000000,167.82
jamie25,2023-02-08 11:30:24.000000,965.48
icole,2023-01-20 16:10:20.000000,674.48
melissa10,2022-12-24 14:05:14.000000,768.5
roberthahn,2023-03-11 05:22:41.000000,364.62
ricardo09,2023-03-01 05:21:46.000000,805.62
dorothy99,2023-02-25 07:49:54.000000,388.52
iparsons,2022-12-17 12:18:26.000000,384.75
carolynsmith,2023-03-20 07:56:02.000000,400.26
fernandogarza,2023-02-22 06:26:54.000000,674.01
april83,2023-01-04 02:13:58.000000,90.89
johnsonlaura,2023-01-05 06:35:33.000000,685.53
hwolfe,2023-03-08 08:57:32.000000,714.79
adriennehamilton,2023-01-19 04:00:45.000000,501.4
james60,2023-02-18 11:27:05.000000,520.7
george28,2022-12-31 14:14:13.000000,479.7
acollins,2023-01-02 01:34:09.000000,289.31
rdean,2023-02-08 18:12:43.000000,416.89
jill60,2023-02-02 22:33:54.000000,203.01
rharmon,2023-01-04 05:16:37.000000,652.06
jessicamitchell,2023-02-26 10:18:40.000000,955.83
allison78,2023-02-03 09:42:29.000000,140.28
curtis05,2023-01-29 09:50:04.000000,783.17
lauramatthews,2023-04-04 08:54:19.000000,785.72
donald58,2023-02-04 18:19:56.000000,847.48
patricia15,2023-03-03 12:20:09.000000,965.41
ibarker,2023-04-02 04:19:07.000000,460.7
carterkeith,2023-03-18 05:10:43.000000,928.13
browneric,2023-01-19 17:42:02.000000,614.86
farmerkatherine,2023-03-29 21:31:01.000000,919.19
pharding,2022-12-30 03:00:40.000000,101.32
javierchandler,2023-03-06 21:37:34.000000,595.31
lawrence20,2023-01-20 06:44:37.000000,886.37
jennyfowler,2023-02-13 09:05:28.000000,355.41
frank26,2023-01-28 15:04:43.000000,543.44
zrobinson,2023-02-10 18:28:47.000000,881.77
alexandriajimenez,2023-02-07 18:59:50.000000,736.31
kunderwood,2023-01-21 21:25:22.000000,855.08
jimchapman,2023-03-27 19:22:20.000000,710.72
brownkatherine,2023-02-23 05:38:45.000000,123.25
markoconnor,2023-01-28 13:25:42.000000,383.54
benjamin18,2023-03-17 13:29:32.000000,948.37
garciakaren,2023-03-09 01:47:19.000000,658.1
ochapman,2022-12-17 15:06:16.000000,643.18
kjohnson,2023-01-12 15:42:34.000000,416.21
william46,2022-12-22 23:51:02.000000,591.32
padillaphillip,2023-03-04 00:04:36.000000,927.67
hollandjoshua,2023-02-07 13:51:21.000000,608.3
dana26,2023-03-25 13:21:16.000000,845.33
grantjennifer,2023-02-06 08:19:59.000000,650.79
emartin,2023-01-28 23:46:59.000000,693.04
xgonzalez,2023-03-29 15:23:45.000000,952.53
christopher67,2023-01-07 18:57:09.000000,69.15
smunoz,2023-02-04 23:40:00.000000,281.62
tracibrewer,2022-12-23 05:10:46.000000,907.3
garciashane,2023-04-06 04:04:53.000000,471.67
larrykoch,2022-12-19 16:55:16.000000,903.2
abigail49,2023-04-02 06:37:06.000000,792.03
johnwyatt,2023-04-01 12:52:18.000000,304.74
nathaniel63,2023-01-05 13:55:14.000000,876.89
escobarjesse,2023-03-29 11:40:20.000000,666.83
michael33,2022-12-21 10:40:33.000000,606.62
smartinez,2023-02-14 08:16:06.000000,279.11
eric59,2023-02-17 14:55:38.000000,79.74
davidmorgan,2023-01-05 14:02:26.000000,393.5
rodneyjimenez,2023-01-21 03:20:35.000000,950.16
elizabethfrazier,2023-01-20 16:27:50.000000,735.43
whiteangela,2022-12-17 05:02:47.000000,379.31
kayla41,2023-03-17 04:32:44.000000,673.44
tina88,2023-03-02 04:54:01.000000,781.34
shelbybrown,2022-12-28 09:19:54.000000,153.44
robertknox,2023-03-01 12:04:51.000000,270.89
ray49,2023-03-10 06:47:22.000000,963.57
wrobinson,2023-03-28 04:32:16.000000,738.46
bookerpatrick,2023-01-11 19:05:33.000000,410.12
cruzchristine,2023-04-03 05:52:56.000000,813.72
yangkimberly,2023-03-24 05:57:57.000000,792.05
youngtravis,2023-02-25 18:20:07.000000,932.85
davisgerald,2023-04-07 11:03:54.000000,600.69
james96,2023-02-04 00:01:53.000000,294.94
msanders,2023-03-14 06:56:19.000000,490.91
rebecca96,2023-03-30 23:16:46.000000,999.85
lance77,2023-03-15 19:11:42.000000,557.69
robertsshannon,2023-02-02 16:48:32.000000,497.62
ebuchanan,2022-12-31 12:23:11.000000,714.55
roberta22,2023-03-12 10:27:05.000000,801.08
lisawatson,2023-03-19 07:36:54.000000,366.21
wbrandt,2023-02-23 00:49:31.000000,984.85
bakerkatie,2023-04-09 07:41:10.000000,181.33
racheljohnson,2023-01-08 09:06:24.000000,823.85
benjaminvincent,2023-03-20 09:49:06.000000,805.21
sarahkelly,2023-03-29 01:15:47.000000,763.58
alewis,2023-03-06 23:48:54.000000,360.44
loriturner,2023-03-13 15:01:36.000000,967.57
barryrebecca,2023-01-04 23:57:09.000000,457.97
zhernandez,2023-03-14 03:11:54.000000,495.36
tapiabrenda,2023-03-03 07:18:28.000000,376.38
cohenstacy,2023-01-18 10:24:25.000000,115.54
romeromichael,2023-02-20 11:57:24.000000,316.54
davidmorgan,2023-01-14 01:05:02.000000,176.84
joshua20,2023-03-15 12:28:14.000000,499.03
james60,2023-02-10 08:47:47.000000,350.12
alewis,2023-03-06 13:41:07.000000,697.6
christian63,2022-12-28 08:02:51.000000,389.19
fernandogarza,2023-03-04 05:55:31.000000,286.53
teresarodriguez,2023-02-21 14:09:10.000000,768.06
patricia15,2023-03-13 12:39:51.000000,373.89
tapiabrenda,2023-03-03 13:18:21.000000,940.86
hwolfe,2023-03-15 14:26:31.000000,71.63
barneschristopher,2023-01-27 07:16:30.000000,276.56
robert86,2023-01-08 22:41:51.000000,684.39
romeromichael,2023-02-19 18:51:08.000000,323.7
grahamjames,2023-03-08 13:48:32.000000,95.12
jeffreyaguirre,2023-04-03 13:36:33.000000,622.22
ray49,2023-03-10 22:47:47.000000,937.43
tina88,2023-02-16 00:43:52.000000,462.51
stacy98,2023-01-12 18:32:58.000000,183.97
hollandjoshua,2023-01-28 12:53:05.000000,423.54
xgonzalez,2023-03-24 10:12:43.000000,796.94
bookerpatrick,2023-01-15 18:47:34.000000,851.48
benjamin18,2023-03-19 05:56:05.000000,602.25
robertknox,2023-02-27 07:44:57.000000,891.81
benjaminvincent,2023-04-03 18:19:50.000000,626.22
rdean,2023-01-21 18:43:33.000000,848.1
ricardo09,2023-03-02 07:10:37.000000,754.8
curtis05,2023-01-31 16:32:10.000000,209.46
uscott,2023-04-06 16:15:50.000000,789.88
youngtravis,2023-02-26 02:29:06.000000,72.62
smunoz,2023-02-05 04:31:19.000000,412.92
charles22,2023-03-14 08:07:18.000000,880.29
shawgary,2023-03-29 07:13:21.000000,243.91
jennyfowler,2023-02-19 11:18:57.000000,249.64
lauramatthews,2023-04-05 20:11:37.000000,772.35
racheljohnson,2023-01-08 20:36:20.000000,577.23
wbrandt,2023-02-25 05:51:58.000000,208.58
pharding,2022-12-29 09:57:07.000000,711.64
christopher67,2023-01-13 03:54:36.000000,937.63
padillaphillip,2023-03-06 14:40:39.000000,754.22
qpena,2023-01-22 13:38:14.000000,887.14
acollins,2023-01-02 03:55:21.000000,929.2
carolynsmith,2023-03-22 08:12:41.000000,676.25
roberta22,2023-03-20 11:20:46.000000,974.9
wrobinson,2023-03-30 16:43:15.000000,662.4
icole,2023-01-26 12:36:12.000000,322.84
allison78,2023-02-10 12:49:20.000000,674.5
james96,2023-02-04 11:26:39.000000,300.33
dixonjamie,2023-04-02 00:58:15.000000,897.17
jessicamitchell,2023-03-07 19:22:29.000000,253.23
melissa10,2022-12-20 19:54:27.000000,542.64
javierchandler,2023-03-02 12:54:47.000000,475.45
rharmon,2023-01-09 15:32:24.000000,315.94
april83,2023-01-10 20:04:32.000000,403.78
jimchapman,2023-03-27 05:03:41.000000,109.86
johnsonlaura,2023-01-17 13:41:25.000000,952.01
iparsons,2022-12-23 00:50:21.000000,706.58
frank26,2023-01-22 08:41:43.000000,691.3
elizabethfrazier,2023-01-28 14:01:16.000000,917.35
smartinez,2023-02-18 21:24:39.000000,706.5
johncox,2023-03-09 04:57:04.000000,295.57
daviswendy,2023-01-03 00:51:44.000000,204.9
gabriellemontgomery,2023-04-05 13:11:43.000000,129.55
jill60,2023-02-12 01:43:34.000000,366.1
smithbobby,2023-03-01 02:50:03.000000,392.47
tracibrewer,2022-12-17 20:44:27.000000,665.47
markoconnor,2023-01-22 00:28:37.000000,162.17
robertsshannon,2023-02-01 15:01:01.000000,603.72
grantjennifer,2023-01-22 10:23:01.000000,155.83
browneric,2023-01-08 21:33:48.000000,992.62
fparker,2023-02-09 03:59:04.000000,239.38
kjohnson,2023-01-11 17:55:17.000000,422.26
cohenstacy,2023-01-23 00:16:17.000000,264.59
carterkeith,2023-03-14 22:05:00.000000,369.07
brownkatherine,2023-03-03 08:58:46.000000,129.6
jamie25,2023-02-05 04:34:31.000000,78.41
barbarabrooks,2023-04-09 00:07:43.000000,970.21
eric59,2023-02-17 22:26:13.000000,315.4
george28,2023-01-09 04:53:23.000000,299.74
michael33,2022-12-26 16:15:38.000000,263.93
farmerkatherine,2023-04-09 02:41:21.000000,881.14
lawrence20,2023-01-13 03:53:00.000000,887.97
shelbybrown,2023-01-02 15:31:58.000000,761.97
barryrebecca,2022-12-24 15:33:14.000000,484.85
whiteangela,2022-12-17 15:03:57.000000,399.22
garciakaren,2023-03-10 02:06:05.000000,634.02
msanders,2023-03-10 22:52:41.000000,350.68
larrykoch,2022-12-17 05:36:53.000000,861.13
dorothy99,2023-02-26 13:26:43.000000,415.98
dana26,2023-03-16 02:40:52.000000,473.24
roberthahn,2023-03-17 18:53:30.000000,89.68
donald58,2023-02-11 20:53:23.000000,472.26
william46,2022-12-22 05:55:08.000000,789.0
eparrish,2023-02-08 15:54:28.000000,609.09
nathaniel63,2023-01-01 12:45:09.000000,71.96
ebuchanan,2022-12-30 16:20:58.000000,935.51
lisawatson,2023-03-24 04:36:59.000000,75.9
escobarjesse,2023-04-03 18:28:07.000000,878.84
emartin,2023-01-22 23:47:00.000000,627.12
kunderwood,2023-01-16 15:01:37.000000,555.16
paul28,2023-02-02 02:01:52.000000,116.27
zhernandez,2023-03-03 20:50:46.000000,367.65
davisgerald,2023-04-06 03:07:17.000000,911.58
yangkimberly,2023-03-21 15:00:34.000000,774.67
rharmon,2023-01-23 03:36:15.000000,659.03
benjaminvincent,2023-03-30 01:17:59.000000,878.2
wrobinson,2023-04-02 05:31:35.000000,720.06
smartinez,2023-02-10 08:05:25.000000,775.61
cruzchristine,2023-04-05 21:17:46.000000,103.2
ricardo09,2023-03-12 02:44:40.000000,186.35
abigail49,2023-04-05 03:51:50.000000,71.63
dana26,2023-03-24 05:30:48.000000,597.17
william46,2022-12-29 08:40:46.000000,729.86
teresarodriguez,2023-02-17 19:49:22.000000,291.06
barneschristopher,2023-01-30 16:58:53.000000,936.11
cohenstacy,2023-01-13 16:06:15.000000,208.26
paul28,2023-01-25 14:55:58.000000,674.5
yangkimberly,2023-03-21 11:37:42.000000,220.82
ibarker,2023-04-03 21:51:57.000000,632.94
patricia15,2023-03-02 10:49:36.000000,530.78
barryrebecca,2023-01-01 05:46:12.000000,771.73
charles22,2023-03-08 03:10:14.000000,885.5
jessicamitchell,2023-03-09 01:31:29.000000,765.99
donald58,2023-02-07 07:42:51.000000,576.89
carterkeith,2023-03-16 11:05:48.000000,491.83
kunderwood,2023-01-29 23:06:56.000000,906.35
stacy98,2023-01-10 12:46:39.000000,561.74
michael33,2022-12-30 19:57:24.000000,930.6
hwolfe,2023-03-10 00:35:19.000000,313.79
acollins,2023-01-04 14:23:10.000000,131.85
pharding,2022-12-25 23:40:00.000000,780.38
sarahkelly,2023-03-27 22:43:23.000000,108.07
davisgerald,2023-04-05 20:42:31.000000,209.17
robert86,2023-01-13 02:16:27.000000,881.97
smithbobby,2023-03-14 16:21:38.000000,241.14
racheljohnson,2023-01-03 16:49:01.000000,502.73
emartin,2023-01-14 09:04:44.000000,358.76
benjamin18,2023-03-04 03:28:30.000000,727.28
xgonzalez,2023-03-18 12:05:01.000000,677.03
lanestanley,2023-04-08 23:41:52.000000,674.83
jeffreyaguirre,2023-04-01 16:29:22.000000,152.32
markoconnor,2023-02-06 23:12:54.000000,889.88
lisawatson,2023-03-21 04:02:55.000000,867.17
charles56,2023-03-29 17:00:09.000000,725.38
christian63,2022-12-11 08:47:02.000000,91.4
james96,2023-02-11 08:30:15.000000,426.41
daviswendy,2022-12-31 22:28:23.000000,671.39
qpena,2023-02-11 01:20:07.000000,575.36
brownkatherine,2023-02-28 08:21:14.000000,148.18
eric59,2023-02-26 20:23:44.000000,217.32
jennyfowler,2023-02-15 23:19:17.000000,449.55
jill60,2023-02-13 01:21:54.000000,444.88
johnsonlaura,2023-01-11 13:06:44.000000,566.53
nathaniel63,2022-12-25 12:53:51.000000,112.47
ebuchanan,2022-12-25 10:57:40.000000,231.82
eparrish,2023-02-07 18:04:11.000000,930.46
joshua20,2023-03-15 16:59:08.000000,626.73
roberthahn,2023-03-07 20:09:32.000000,941.94
tina88,2023-03-02 12:56:42.000000,866.49
allison78,2023-02-12 23:20:11.000000,405.75
alewis,2023-03-04 11:59:42.000000,910.95
george28,2022-12-29 12:51:44.000000,979.04
youngtravis,2023-02-11 12:18:43.000000,705.34
whiteangela,2022-12-21 01:17:39.000000,589.59
tapiabrenda,2023-03-05 01:11:39.000000,945.13
melissa10,2022-12-31 23:23:14.000000,162.0
james60,2023-02-25 08:31:40.000000,313.0
elizabethfrazier,2023-01-19 22:37:10.000000,422.97
fernandogarza,2023-02-20 06:36:13.000000,235.5
shawgary,2023-03-24 08:01:25.000000,386.72
lawrence20,2023-01-22 06:03:16.000000,584.23
rdean,2023-02-07 02:05:20.000000,782.92
bookerpatrick,2023-01-24 14:34:16.000000,526.6
jamie25,2023-02-16 14:23:54.000000,833.74
dorothy99,2023-02-13 23:09:05.000000,51.21
shelbybrown,2022-12-23 03:00:20.000000,836.59
fparker,2023-02-12 06:46:43.000000,552.68
garciakaren,2023-03-06 14:45:47.000000,361.13
davidmorgan,2023-01-23 18:27:59.000000,431.89
icole,2023-01-09 22:15:14.000000,273.85
hollandjoshua,2023-01-27 04:53:07.000000,322.47
johncox,2023-03-16 14:36:28.000000,522.55
kjohnson,2023-01-08 03:45:44.000000,402.41
escobarjesse,2023-03-27 01:34:34.000000,209.01
christopher67,2023-01-15 04:43:26.000000,504.94
curtis05,2023-01-23 18:27:52.000000,108.98
grahamjames,2023-03-23 02:55:18.000000,297.22
wbrandt,2023-03-14 08:57:41.000000,123.81
dixonjamie,2023-04-08 07:46:03.000000,678.01
zhernandez,2023-03-17 02:27:34.000000,186.57
jimchapman,2023-03-31 13:31:41.000000,384.69
farmerkatherine,2023-04-03 01:07:53.000000,872.09
smunoz,2023-02-13 09:29:45.000000,220.71
msanders,2023-02-27 01:31:15.000000,600.03
larrykoch,2022-12-15 03:17:40.000000,326.0
carolynsmith,2023-03-08 04:26:38.000000,293.9
roberta22,2023-03-14 08:06:15.000000,169.74
padillaphillip,2023-02-27 04:52:30.000000,794.8
javierchandler,2023-03-08 07:05:46.000000,138.71
ipena,2023-04-05 20:59:54.000000,240.54
racheljohnson,2023-01-17 21:44:42.000000,185.56
william46,2022-12-31 07:55:12.000000,963.48
grahamjames,2023-03-04 23:17:51.000000,492.62
benjamin18,2023-03-15 19:29:14.000000,316.68
charles22,2023-03-15 00:11:09.000000,232.18
zhernandez,2023-03-06 04:36:43.000000,87.83
nathaniel63,2023-01-03 04:28:54.000000,450.62
tapiabrenda,2023-02-17 22:42:21.000000,471.06
vanessa28,2023-04-08 10:41:08.000000,634.45
fparker,2023-01-29 19:19:40.000000,672.36
yangkimberly,2023-03-21 20:40:05.000000,594.28
rebecca96,2023-04-06 19:45:44.000000,835.73
fernandogarza,2023-03-01 20:40:48.000000,652.32
eparrish,2023-02-07 04:26:08.000000,253.74
acollins,2023-01-09 20:28:15.000000,652.59
escobarjesse,2023-03-22 12:08:22.000000,954.88
james96,2023-02-11 01:59:37.000000,126.75
charles56,2023-04-04 19:56:28.000000,656.0
stacy98,2023-01-14 05:32:58.000000,866.99
donald58,2023-02-13 08:48:27.000000,700.16
dorothy99,2023-02-27 07:24:51.000000,727.26
kjohnson,2023-01-06 10:20:56.000000,132.91
joshua20,2023-03-26 11:17:49.000000,746.74
jamie25,2023-02-22 22:18:49.000000,905.07
jimchapman,2023-03-29 16:34:13.000000,724.71
carterkeith,2023-03-14 05:29:24.000000,177.29
brownkatherine,2023-03-06 11:29:42.000000,550.3
wbrandt,2023-03-01 15:46:01.000000,472.62
smithbobby,2023-03-13 13:05:24.000000,80.29
padillaphillip,2023-02-16 06:17:29.000000,524.71
lisawatson,2023-03-09 08:52:50.000000,164.03
rharmon,2023-01-22 10:35:56.000000,690.66
curtis05,2023-01-20 02:39:26.000000,606.39
gabriellemontgomery,2023-04-09 23:38:39.000000,577.35
elizabethfrazier,2023-01-23 02:15:29.000000,431.47
icole,2023-01-28 00:18:50.000000,701.75
qpena,2023-01-22 08:36:27.000000,612.03
johnwyatt,2023-04-04 12:01:35.000000,560.87
ibarker,2023-03-27 02:23:07.000000,931.65
jessicamitchell,2023-02-28 21:26:09.000000,915.08
barryrebecca,2023-01-09 06:07:30.000000,405.44
paul28,2023-02-02 20:58:09.000000,252.95
johncox,2023-03-11 08:56:43.000000,653.35
lawrence20,2023-01-07 02:54:52.000000,286.17
roberthahn,2023-03-21 21:28:59.000000,295.94
hollandjoshua,2023-02-08 09:08:08.000000,806.23
hwolfe,2023-03-14 22:44:17.000000,578.44
lauramatthews,2023-03-31 14:13:47.000000,937.7
robert86,2023-01-18 05:28:44.000000,228.2
jeffreyaguirre,2023-04-09 02:00:31.000000,151.26
alewis,2023-03-09 01:31:46.000000,115.92
